ID                                     NAME                                    VERSION             CONTEXT                                             STATUS              PROVIDER
1118fe3c-8676-4f64-9c08-407a35e290d4   Acesso-Associado                        1.0                 /acesso-associado                                   PUBLISHED           ODONTOPREV/svc_api
6d5521ce-9d2e-4897-a1f5-db432f839498   AcessoBeneficiario                      1.0                 /beneficiario/acesso                                PUBLISHED           odontoprev_admin
27021b59-1505-4b43-9105-01f5a9e9b305   ActiveDirectoryAutenticar               1.0                 /adautenticar                                       PUBLISHED           ODONTOPREV/svc_api
67716df3-b4cd-47e0-bd0c-77bee6cee1f0   AnaliseExames                           1.0                 /dcms/exames                                        PUBLISHED           ODONTOPREV/svc_api
61120561-1496-4eaf-9a7a-85a4080ef871   Anonimizacao                            v1.0                /anonimizacao                                       PUBLISHED           ODONTOPREV/svc_api
38fe6a20-5c4b-46f0-afd8-52a2b629df62   api-cadastro-online-pj                  1.0                 /api-cadastro-pj                                    PUBLISHED           odontoprev_admin
d3c34145-e5f7-44a7-9f41-6651f0aa8458   api-corretor-info                       1.0                 /api-corretor-info                                  PUBLISHED           odontoprev_admin
3c8a768b-8be6-42f0-bbb9-17fd5f26383e   Api-File-Manager                        v1                  /api-file-manager                                   PUBLISHED           ODONTOPREV/svc_api
da4aa483-86fd-4d8c-8afa-36ef2e46fe0b   API-GTO-DIGITAL                         1.0                 /api-gto-digital                                    PUBLISHED           odontoprev_admin
3f735120-af49-4dd9-8d55-21eeda6867a6   API-IMAGEM                              1.0                 /api-imagem                                         PUBLISHED           odontoprev_admin
fdaa0f75-8277-4815-bfda-38efc74f59fc   API-Motor-PPU                           01                  /motor-ppu                                          PROTOTYPED          odontoprev_admin
304afbaf-fc6a-4456-8796-e9fb44f483d0   API-NOTA-FISCAL-ELETRONICA              v1                  /nota-fiscal-servico-eletronica                     PUBLISHED           odontoprev_admin
22fcc557-874d-471f-83ef-ab7bec648017   api-numerodasorte-eedi-rs               v1                  /api-numerodasorte-eedi-rs                          PUBLISHED           odontoprev_admin
178fe0fa-607a-4553-968f-3fc13263a6e3   api-odontoprev-relatorios-pj            v1                  /relatorios-pj                                      PUBLISHED           ODONTOPREV/svc_api
040f041c-8fc3-454d-89f1-13fcd7d8c256   api-portal-empresas-departamentos       1.0                 /portalempresa-departamentos                        PUBLISHED           odontoprev_admin
5a8c6782-052e-45a9-8156-9485521f63e0   API-RELATORIOS-PJ                       v1                  /api-relatorios-pj                                  PUBLISHED           odontoprev_admin
f732dcab-a082-489a-8118-007acdc73fc9   api-sso-beneficiario                    1.0                 /dcms/beneficiario                                  PUBLISHED           ODONTOPREV/svc_api
91e741a3-7422-4b52-95cd-f5fda43a9ddc   API-Status-Importação                   1.0                 /importacoes                                        PUBLISHED           odontoprev_admin
4328e5cc-8ea7-4782-92e4-3f365e7d15d2   Api-Vendas                              v1                  /api-vendas                                         PUBLISHED           odontoprev_admin
abbb323e-f951-47ab-bc5f-7506c98df029   api-vendas-projeto                      1.0                 /api-vendas-projeto                                 PUBLISHED           ODONTOPREV/svc_api
288791a4-d58a-444e-8a79-65944d945b5d   api-vendedor                            1.0                 /vendedor                                           PUBLISHED           ODONTOPREV/svc_api
16c4c2fa-7541-46ea-ba24-727abb9d1b44   API_ASSESSORIA_CORRETOR                 1.0                 /api-assessoria                                     PUBLISHED           odontoprev_admin
803efa56-779e-4d15-a44b-10949460b33e   API_DEMONSTRATIVO_REPASSE               1.0                 /apidemonstrativorepasse                            PUBLISHED           odontoprev_admin
219820d4-ffd5-43bd-b074-e6c40df2380a   API_MENSAGEM                            1.0                 /api-mensagem                                       PUBLISHED           odontoprev_admin
da3b326a-866c-4263-bad2-e7ea61021791   ApiAutorizadorAcessos                   v2                  /api/dcms/autorizador                               PUBLISHED           ODONTOPREV/svc_api
b20d537d-db6f-44f1-b437-8ab0c273dd3e   APICADASTROONLINE                       1.0                 /api-cadastro-online                                PUBLISHED           ODONTOPREV/svc_api
7e98967a-756a-4523-9611-f4579b59c4ce   APICADASTROONLINE                       2.0                 /api-cadastro-online                                PUBLISHED           ODONTOPREV/svc_api
f69cc4e2-ab11-4d46-a291-6ca6941485c0   APICRITICACADASTRAL                     1.0                 /api-critica-cadastral                              PUBLISHED           odontoprev_admin
45614999-0512-484c-bbc4-e7c4fc08c491   APIDMED                                 1.0                 /dmed                                               PUBLISHED           ODONTOPREV/svc_api
1c74b629-3e0d-4913-910f-4f35a6e83145   ApiDocumentation                        1.0                 /rede-credenciada-2.0                               PUBLISHED           odontoprev_admin
b87273e6-50f4-4374-8463-7e06fe93b033   APIMensagensRedeUNNA                    1.0                 /mensagem-redeunna/api                              PUBLISHED           odontoprev_admin
4ed0fd4b-2cbd-48c9-9bbb-c9da2b15db57   APIUraHTTPClient                        1.0                 /relatorioura                                       PUBLISHED           odontoprev_admin
4c24371e-6776-4c2a-90a8-5aa04ac458ca   AssinaturaDigital                       1.0.0               /assinaturadigital                                  PUBLISHED           ODONTOPREV/svc_api
b696b4cb-5ea7-42e3-bf02-dd8bf166a08e   Autentica                               1.0                 /autentica                                          PUBLISHED           odontoprev_admin
c18ff120-f50d-43d3-92c7-e9c30ba2e546   autenticacao                            1.0                 /autenticacao                                       PUBLISHED           odontoprev_admin
665a795b-5665-47cb-b548-62e43a9ba672   Averbacao                               1.0                 /averbacao                                          PUBLISHED           odontoprev_admin
f5f7c810-d1fa-4b1e-8109-9bfb3c021576   BaixarFichasInativas                    1.0                 /dcms/fichas/baixar/inativas                        PUBLISHED           ODONTOPREV/svc_api
7189a637-9ee2-4f07-8b24-17e3831f3f3f   Bancos                                  1.0                 /bancos                                             PUBLISHED           odontoprev_admin
9b295c70-390b-4e2a-82ca-3f34b8aa6149   batch-livelo                            1.0                 /batch-livelo                                       PUBLISHED           ODONTOPREV/svc_api
854c7428-e607-45a1-bff0-461a7d71c02f   BeneficarioCRM                          1.0                 /crm/associado                                      PUBLISHED           ODONTOPREV/svc_api
5de4d40f-457a-4ed2-9182-2b8c2dfe7507   Beneficiario                            1.0                 /dcms/associado                                     PUBLISHED           odontoprev_admin
016a8d84-267b-457f-9155-676c587543ff   Beneficiario                            2.0                 /dcms/associado                                     PUBLISHED           odontoprev_admin
2b57dcb2-8e95-4de2-8a73-648c043400c7   Beneficiario                            3.0                 /dcms/associado                                     PUBLISHED           odontoprev_admin
45003042-360e-42cd-8a84-965779394ba9   Beneficiario                            4.0                 /dcms/associado                                     PUBLISHED           odontoprev_admin
4914d39f-1552-4736-9f4b-516c73d50ed8   BFF_associado                           1.0                 /app-web-bff-associado                              PUBLISHED           ODONTOPREV/svc_api
f58d7f31-1e3d-4d6d-be2f-ec458334ba4c   BFF_E-commerce_PF                       1.0                 /bff-ecommerce                                      PUBLISHED           ODONTOPREV/svc_api
3629dbb0-6a2a-4346-ae4d-853c54b61b4b   Braspag                                 2.0                 /braspag                                            PUBLISHED           odontoprev_admin
5f825a7d-e039-4203-8f45-a36a568c61e7   CadastroCorretoraEBS                    1.0                 /ebscorretora                                       PUBLISHED           odontoprev_admin
84457e56-f643-4505-a953-acc0ad0533c8   CancelaBeneficiario                     1.2                 /dcms/associado/cancela                             PUBLISHED           ODONTOPREV/svc_api
0026f2b4-efe4-404b-bdfa-6afd72d6b95e   CancelarBeneficiario                    1.1                 /dcms/associado/cancelar                            PUBLISHED           odontoprev_admin
6243731d-925e-4dc2-8790-2ee3f69e2931   CancelarFicha                           1.0                 /dcms/cancelarficha                                 PUBLISHED           ODONTOPREV/svc_api
5c68d09a-ef91-4ab1-b575-cf25e476cf4e   CartaDeQuitacao                         1.0                 /cartaquitacao                                      PUBLISHED           odontoprev_admin
e26fdcbf-f61f-481e-921b-92b06adfd02b   CarteirinhasWS                          1.0                 /carteirinhas                                       PUBLISHED           ODONTOPREV/svc_api
9d0aa5b1-c09e-44c3-9d0e-a5f3df1bbca1   cel                                     1.0                 /cel                                                PUBLISHED           odontoprev_admin
814e406d-0b87-4b49-8dea-5d9ba3c11cc2   cep                                     1.0                 /cep                                                PUBLISHED           odontoprev_admin
3f4bf522-e280-429a-a612-13e4884826a2   cep                                     1.1                 /cep                                                PUBLISHED           odontoprev_admin
21304dba-7c10-4a2a-abcd-00cc3a9eeee0   Circuito-Parcerias                      1.0                 /circuito-parcerias                                 PUBLISHED           ODONTOPREV/svc_api
1a8e59d2-cb55-4f0f-bab1-ebb8f9ee0c26   CoberturaPlano                          1.0                 /dcms/coberturaplano                                PUBLISHED           odontoprev_admin
